rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date
6,6,0,OLD,20234789,패스트 라이브즈,2024-03-06,100091129,1.4,-23742786,-19.2,492331816,11096,-2631,-19.2,55097,562,895,2024-03-10
7,7,0,OLD,20247074,건국전쟁,2024-02-01,71356085,1.0,-4869247,-6.4,10618513947,7722,-389,-4.8,1141067,382,476,2024-03-10
8,8,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,45749400,0.7,-6847900,-13,5442660700,4356,-612,-12.3,479674,162,238,2024-03-10
9,9,0,OLD,20247473,아이엠 티라노,2024-03-01,32206500,0.5,674800,2.1,380985500,3516,-32,-0.9,45256,189,267,2024-03-10
10,10,0,OLD,20234808,생츄어리 2 : 쿼카가 너무해,2024-03-07,28899039,0.4,554671,2,67141807,3181,69,2.2,7413,249,278,2024-03-10
1,1,0,OLD,20234675,파묘,2024-02-22,1288637730,67.0,-3368882318,-72.3,78794357205,135262,-337025,-71.4,8177201,1940,7450,2024-03-11
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,379600728,19.7,-870089908,-69.6,14902564861,31246,-75512,-70.7,1313942,935,2449,2024-03-11
3,3,2,OLD,20236732,가여운 것들,2024-03-06,66823863,3.5,-69010101,-50.8,718850322,6890,-6561,-48.8,72311,428,744,2024-03-11
4,4,2,OLD,20234789,패스트 라이브즈,2024-03-06,49524451,2.6,-50566678,-50.5,541856267,5680,-5416,-48.8,60777,551,945,2024-03-11
5,5,-2,OLD,20236180,웡카,2024-01-31,44070291,2.3,-292069065,-86.9,32802028161,4535,-30735,-87.1,3411410,505,775,2024-03-11
6,6,1,OLD,20247074,건국전쟁,2024-02-01,29881300,1.6,-41474785,-58.1,10648395247,3401,-4321,-56,1144468,375,477,2024-03-11
7,7,1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,12300000,0.6,-33449400,-73.1,5454960700,1212,-3144,-72.2,480886,161,227,2024-03-11
8,8,10,OLD,20247219,사운드 오브 프리덤,2024-02-21,5395500,0.3,-1009200,-15.8,560804800,871,210,31.8,51500,67,73,2024-03-11
9,9,3,OLD,20231415,소풍,2024-02-07,5935900,0.3,-4740000,-44.4,2983564049,663,-515,-43.7,333330,71,84,2024-03-11
10,10,-6,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,4565100,0.2,-151499450,-97.1,1270929110,532,-17879,-97.1,147912,112,132,2024-03-11
1,1,0,OLD,20234675,파묘,2024-02-22,1156046130,65.2,-132591600,-10.3,79950403335,121933,-13329,-9.9,8299134,1967,7547,2024-03-12
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,334676772,18.9,-44923956,-11.8,15237241633,27395,-3851,-12.3,1341337,967,2462,2024-03-12
3,3,0,OLD,20236732,가여운 것들,2024-03-06,65442704,3.7,-1381159,-2.1,784293026,6791,-99,-1.4,79102,442,773,2024-03-12
4,4,0,OLD,20234789,패스트 라이브즈,2024-03-06,54763645,3.1,5239194,10.6,596619912,6371,691,12.2,67148,566,961,2024-03-12
5,5,0,OLD,20236180,웡카,2024-01-31,44048002,2.5,-22289,-0.1,32846076163,4630,95,2.1,3416040,504,788,2024-03-12
6,6,0,OLD,20247074,건국전쟁,2024-02-01,31977155,1.8,2095855,7,10680372402,3695,294,8.6,1148163,382,489,2024-03-12
7,7,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,12986600,0.7,686600,5.6,5467947300,1270,58,4.8,482156,166,234,2024-03-12
8,8,1,OLD,20231415,소풍,2024-02-07,7809800,0.4,1873900,31.6,2991373849,902,239,36,334232,76,90,2024-03-12
9,9,0,NEW,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,10608000,0.6,10608000,100,13348000,624,624,100,804,1,1,2024-03-12
10,10,0,NEW,20232134,돌핀,2024-03-13,5022000,0.3,5022000,100,12154000,558,558,100,1363,3,3,2024-03-12
1,1,0,OLD,20234675,파묘,2024-02-22,1072288620,57.4,-83757510,-7.2,81022691955,113406,-8527,-7,8412540,1735,6422,2024-03-13
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,333019152,17.8,-1657620,-0.5,15570260785,27427,32,0.1,1368764,818,1895,2024-03-13
3,3,0,NEW,20236488,밥 말리: 원 러브,2024-03-13,82549952,4.4,82549952,100,93618952,9496,9496,100,10489,579,1223,2024-03-13
4,4,0,NEW,20247053,메이 디셈버,2024-03-13,67206348,3.6,67206348,100,120978111,7904,7904,100,12879,400,591,2024-03-13
5,5,12,OLD,20247782,랜드 오브 배드,2024-03-13,40878555,2.2,38304555,1488.1,46792555,5369,5083,1777.3,6009,385,679,2024-03-13
6,6,-3,OLD,20236732,가여운 것들,2024-03-06,42050505,2.2,-23392199,-35.7,826343531,4292,-2499,-36.8,83394,281,385,2024-03-13
7,7,-3,OLD,20234789,패스트 라이브즈,2024-03-06,34194456,1.8,-20569189,-37.6,630814368,3603,-2768,-43.4,70751,308,486,2024-03-13
8,8,0,NEW,20247198,마담 웹,2024-03-13,33235521,1.8,33235521,100,35107521,3586,3586,100,3794,648,1055,2024-03-13
9,9,0,NEW,19980003,태양은 없다,1999-01-01,16139200,0.9,16139200,100,24874900,2288,2288,100,3371,83,147,2024-03-13
10,10,-5,OLD,20236180,웡카,2024-01-31,21620807,1.2,-22427195,-50.9,32867696970,2253,-2377,-51.3,3418293,237,312,2024-03-13
1,1,0,OLD,20234675,파묘,2024-02-22,994488376,59.1,-77800244,-7.3,82017180331,105065,-8341,-7.4,8517605,1754,6456,2024-03-14
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,309814157,18.4,-23204995,-7,15880074942,24491,-2936,-10.7,1393255,828,1884,2024-03-14
3,3,0,OLD,20236488,밥 말리: 원 러브,2024-03-13,40116956,2.4,-42432996,-51.4,133735908,4553,-4943,-52.1,15042,507,1004,2024-03-14
4,4,1,OLD,20247782,랜드 오브 배드,2024-03-13,32434293,1.9,-8444262,-20.7,79226848,3960,-1409,-26.2,9969,386,668,2024-03-14
5,5,1,OLD,20236732,가여운 것들,2024-03-06,39117080,2.3,-2933425,-7,865460611,3931,-361,-8.4,87325,292,390,2024-03-14
6,6,1,OLD,20234789,패스트 라이브즈,2024-03-06,29680917,1.8,-4513539,-13.2,660495285,3134,-469,-13,73885,320,486,2024-03-14
7,7,0,NEW,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,28836000,1.7,28836000,100,42184000,3120,3120,100,3924,11,11,2024-03-14
8,8,-4,OLD,20247053,메이 디셈버,2024-03-13,25486445,1.5,-41719903,-62.1,146464556,2912,-4992,-63.2,15791,375,540,2024-03-14
9,9,2,OLD,20247074,건국전쟁,2024-02-01,18946378,1.1,3230961,20.6,10715034197,2217,372,20.2,1152225,181,206,2024-03-14
10,10,0,OLD,20236180,웡카,2024-01-31,20209790,1.2,-1411017,-6.5,32887906760,2112,-141,-6.3,3420405,228,290,2024-03-14
1,1,0,OLD,20234675,파묘,2024-02-22,1482143003,62.0,487654627,49,83499323334,150668,45603,43.4,8668273,1860,7090,2024-03-15
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,477343683,20.0,167529526,54.1,16357418625,37224,12733,52,1430479,877,2087,2024-03-15
3,3,2,OLD,20236732,가여운 것들,2024-03-06,55257810,2.3,16140730,41.3,920718421,5340,1409,35.8,92665,303,429,2024-03-15
4,4,-1,OLD,20236488,밥 말리: 원 러브,2024-03-13,43802593,1.8,3685637,9.2,177538501,4752,199,4.4,19794,473,929,2024-03-15
5,5,-1,OLD,20247782,랜드 오브 배드,2024-03-13,37653475,1.6,5219182,16.1,116880323,4388,428,10.8,14357,384,670,2024-03-15
6,6,0,OLD,20234789,패스트 라이브즈,2024-03-06,39419872,1.6,9738955,32.8,699915157,4008,874,27.9,77893,316,497,2024-03-15
7,7,3,OLD,20236180,웡카,2024-01-31,33937441,1.4,13727651,67.9,32921844201,3455,1343,63.6,3423860,275,372,2024-03-15
8,8,0,OLD,20247053,메이 디셈버,2024-03-13,28687927,1.2,3201482,12.6,175152483,3243,331,11.4,19034,364,520,2024-03-15
9,9,-2,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,32964000,1.4,4128000,14.3,75148000,3105,-15,-0.5,7029,18,18,2024-03-15
10,10,-1,OLD,20247074,건국전쟁,2024-02-01,16561307,0.7,-2385071,-12.6,10731595504,1907,-310,-14,1154132,188,216,2024-03-15
1,1,0,OLD,20234675,파묘,2024-02-22,3425655683,64.3,1943512680,131.1,86924979017,344954,194286,128.9,9013227,1959,7986,2024-03-16
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,999638885,18.8,522295202,109.4,17357057510,81802,44578,119.8,1512281,925,2305,2024-03-16
3,3,4,OLD,20236180,웡카,2024-01-31,205216775,3.9,171279334,504.7,33127060976,21156,17701,512.3,3445016,472,744,2024-03-16
4,4,-1,OLD,20236732,가여운 것들,2024-03-06,96761307,1.8,41503497,75.1,1017479728,9410,4070,76.2,102075,323,457,2024-03-16
5,5,14,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,78874350,1.5,73821050,1460.8,1364873960,9343,8713,1383,159096,268,427,2024-03-16
6,6,0,OLD,20234789,패스트 라이브즈,2024-03-06,63637712,1.2,24217840,61.4,763552869,6361,2353,58.7,84254,325,488,2024-03-16
7,7,-2,OLD,20247782,랜드 오브 배드,2024-03-13,54673073,1.0,17019598,45.2,171553396,6109,1721,39.2,20466,394,618,2024-03-16
8,8,16,OLD,20247593,용감한 돌고래 벨루와 바닷속 친구들,2024-03-13,32544720,0.6,29770220,1073,42800420,4144,3745,938.6,5539,180,221,2024-03-16
9,9,-5,OLD,20236488,밥 말리: 원 러브,2024-03-13,39719054,0.7,-4083539,-9.3,217257555,4081,-671,-14.1,23875,501,770,2024-03-16
10,10,0,OLD,20247074,건국전쟁,2024-02-01,36644851,0.7,20083544,121.3,10768240355,3812,1905,99.9,1157944,175,208,2024-03-16
1,1,0,OLD,20234675,파묘,2024-02-22,2825194994,63.0,-600460689,-17.5,89750174011,285277,-59677,-17.3,9298504,1942,7661,2024-03-17
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,835239621,18.6,-164399264,-16.4,18192297131,68954,-12848,-15.7,1581235,917,2225,2024-03-17
3,3,0,OLD,20236180,웡카,2024-01-31,207772866,4.6,2556091,1.2,33334833842,21582,426,2,3466598,480,762,2024-03-17
4,4,1,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,87329600,1.9,8455250,10.7,1452203560,10283,940,10.1,169379,261,413,2024-03-17
5,5,-1,OLD,20236732,가여운 것들,2024-03-06,79601000,1.8,-17160307,-17.7,1097080728,7751,-1659,-17.6,109826,319,447,2024-03-17
6,6,1,OLD,20247782,랜드 오브 배드,2024-03-13,48786326,1.1,-5886747,-10.8,220339722,5349,-760,-12.4,25815,377,587,2024-03-17
7,7,-1,OLD,20234789,패스트 라이브즈,2024-03-06,52520407,1.2,-11117305,-17.5,816073276,5320,-1041,-16.4,89574,331,491,2024-03-17
8,8,0,OLD,20247593,용감한 돌고래 벨루와 바닷속 친구들,2024-03-13,36366160,0.8,3821440,11.7,79166580,4655,511,12.3,10194,176,211,2024-03-17
9,9,2,OLD,20235562,인어공주: 마법물약의 비밀,2024-03-14,32755029,0.7,3405113,11.6,71792045,3749,408,12.2,8298,188,214,2024-03-17
10,10,-1,OLD,20236488,밥 말리: 원 러브,2024-03-13,32859994,0.7,-6859060,-17.3,250117549,3408,-673,-16.5,27283,475,699,2024-03-17
1,1,0,OLD,20234675,파묘,2024-02-22,784660623,62.9,-2040534371,-72.2,90534834634,82399,-202878,-71.1,9380903,1756,6525,2024-03-18
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,257446637,20.6,-577792984,-69.2,18449743768,19994,-48960,-71,1601229,821,1906,2024-03-18
3,3,2,OLD,20236732,가여운 것들,2024-03-06,31072507,2.5,-48528493,-61,1128153235,3150,-4601,-59.4,112976,294,420,2024-03-18
4,4,3,OLD,20234789,패스트 라이브즈,2024-03-06,21955734,1.8,-30564673,-58.2,838029010,2314,-3006,-56.5,91888,289,441,2024-03-18
5,5,-2,OLD,20236180,웡카,2024-01-31,21008624,1.7,-186764242,-89.9,33355842466,2159,-19423,-90,3468757,301,405,2024-03-18
6,6,0,OLD,20247782,랜드 오브 배드,2024-03-13,17832540,1.4,-30953786,-63.4,238172262,2054,-3295,-61.6,27869,359,552,2024-03-18
7,7,3,OLD,20236488,밥 말리: 원 러브,2024-03-13,16264439,1.3,-16595555,-50.5,266381988,1818,-1590,-46.7,29101,385,609,2024-03-18
8,8,3,OLD,20247074,건국전쟁,2024-02-01,13452639,1.1,-11271195,-45.6,10806416828,1620,-1061,-39.6,1162245,169,201,2024-03-18
9,9,3,OLD,20247053,메이 디셈버,2024-03-13,10669578,0.9,-13513010,-55.9,234676147,1169,-1199,-50.6,25100,296,381,2024-03-18
10,10,3,OLD,20247198,마담 웹,2024-03-13,7551857,0.6,-12884960,-63,125859460,808,-1325,-62.1,13442,321,390,2024-03-18
1,1,0,OLD,20234675,파묘,2024-02-22,687368620,57.1,-97292003,-12.4,91222203254,71978,-10421,-12.6,9452881,1785,6467,2024-03-19
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,252921678,21.0,-4524959,-1.8,18702665446,19987,-7,0,1621216,842,1914,2024-03-19
3,3,30,OLD,20247962,나이트 스윔,2024-03-20,28896000,2.4,28014000,3176.2,29778000,4128,4002,3176.2,4254,21,21,2024-03-19
4,4,-1,OLD,20236732,가여운 것들,2024-03-06,30687163,2.5,-385344,-1.2,1158840398,3105,-45,-1.4,116081,298,432,2024-03-19
5,5,2,OLD,20236488,밥 말리: 원 러브,2024-03-13,23831978,2.0,7567539,46.5,290213966,2824,1006,55.3,31925,428,661,2024-03-19
6,6,0,OLD,20247782,랜드 오브 배드,2024-03-13,23243306,1.9,5410766,30.3,261415568,2729,675,32.9,30598,346,542,2024-03-19
7,7,-3,OLD,20234789,패스트 라이브즈,2024-03-06,22490695,1.9,534961,2.4,860519705,2393,79,3.4,94281,291,438,2024-03-19
8,8,-3,OLD,20236180,웡카,2024-01-31,19847872,1.6,-1160752,-5.5,33375690338,2058,-101,-4.7,3470815,298,402,2024-03-19
9,9,0,OLD,20247053,메이 디셈버,2024-03-13,11701703,1.0,1032125,9.7,246377850,1328,159,13.6,26428,297,383,2024-03-19
10,10,3,OLD,20247593,용감한 돌고래 벨루와 바닷속 친구들,2024-03-13,7251000,0.6,4421700,156.3,89246880,1312,877,201.6,11941,106,108,2024-03-19
1,1,0,OLD,20234675,파묘,2024-02-22,669540433,43.8,-17828187,-2.6,91891743687,69871,-2107,-2.9,9522752,1617,5969,2024-03-20
2,2,0,NEW,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,365916971,23.9,365916971,100,501467483,37384,37384,100,49613,917,3220,2024-03-20
3,3,-1,OLD,20236295,듄: 파트2,2024-02-28,214413586,14.0,-38508092,-15.2,18917079032,17680,-2307,-11.5,1638896,767,1684,2024-03-20
4,4,0,OLD,20236732,가여운 것들,2024-03-06,28124990,1.8,-2562173,-8.3,1186965388,2858,-247,-8,118939,259,350,2024-03-20
5,5,0,NEW,20236568,목스박,2024-03-20,23064892,1.5,23064892,100,31947892,2506,2506,100,3493,122,158,2024-03-20
6,6,1,OLD,20234789,패스트 라이브즈,2024-03-06,20967095,1.4,-1523600,-6.8,881486800,2195,-198,-8.3,96476,258,382,2024-03-20
7,7,-2,OLD,20236488,밥 말리: 원 러브,2024-03-13,17846778,1.2,-5985200,-25.1,308060744,2013,-811,-28.7,33938,240,306,2024-03-20
8,8,-2,OLD,20247782,랜드 오브 배드,2024-03-13,13850068,0.9,-9393238,-40.4,275265636,1754,-975,-35.7,32352,241,337,2024-03-20
9,9,-6,OLD,20247962,나이트 스윔,2024-03-20,17416400,1.1,-11479600,-39.7,47194400,1720,-2408,-58.3,5974,189,319,2024-03-20
10,10,0,NEW,20247573,왓츠 러브,2024-03-20,14426734,0.9,14426734,100,17504734,1641,1641,100,1983,186,258,2024-03-20
1,1,0,OLD,20234675,파묘,2024-02-22,652060495,53.8,-17479938,-2.6,92543804182,68249,-1622,-2.3,9591001,1621,5919,2024-03-21
2,2,1,OLD,20236295,듄: 파트2,2024-02-28,193799335,16.0,-20614251,-9.6,19110878367,15826,-1854,-10.5,1654722,750,1646,2024-03-21
3,3,-1,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,137434804,11.3,-228482167,-62.4,638902287,13928,-23456,-62.7,63541,864,2668,2024-03-21
4,4,0,NEW,20231459,탐정 말로,2024-03-21,28978200,2.4,28978200,100,28978200,4247,4247,100,4247,172,318,2024-03-21
5,5,-1,OLD,20236732,가여운 것들,2024-03-06,23405646,1.9,-4719344,-16.8,1210371034,2417,-441,-15.4,121356,243,330,2024-03-21
6,6,2,OLD,20247782,랜드 오브 배드,2024-03-13,13843812,1.1,-6256,0,289109448,1739,-15,-0.9,34091,236,313,2024-03-21
7,7,-1,OLD,20234789,패스트 라이브즈,2024-03-06,16740378,1.4,-4226717,-20.2,898227178,1735,-460,-21,98211,234,355,2024-03-21
8,8,-3,OLD,20236568,목스박,2024-03-20,13032973,1.1,-10031919,-43.5,44980865,1431,-1075,-42.9,4924,114,148,2024-03-21
9,9,2,OLD,20236180,웡카,2024-01-31,11582578,1.0,-2875956,-19.9,33401731450,1249,-283,-18.5,3473596,201,244,2024-03-21
10,10,0,OLD,20247573,왓츠 러브,2024-03-20,10079017,0.8,-4347717,-30.1,27583751,1155,-486,-29.6,3138,181,237,2024-03-21
1,1,0,OLD,20234675,파묘,2024-02-22,1072072573,53.4,420012078,64.4,93615876755,108889,40640,59.5,9699890,1725,6552,2024-03-22
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,321829081,16.0,128029746,66.1,19432707448,25902,10076,63.7,1680624,796,1834,2024-03-22
3,3,0,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,199470947,9.9,62036143,45.1,838373234,19212,5284,37.9,82753,865,2770,2024-03-22
4,4,0,NEW,20248393,이승윤 콘서트 도킹 : 리프트오프,2024-03-22,123081000,6.1,123081000,100,123081000,5360,5360,100,5360,61,111,2024-03-22
5,5,-1,OLD,20231459,탐정 말로,2024-03-21,24076600,1.2,-4901600,-16.9,53054800,3479,-768,-18.1,7726,170,304,2024-03-22
6,6,-1,OLD,20236732,가여운 것들,2024-03-06,33806449,1.7,10400803,44.4,1244177483,3227,810,33.5,124583,257,347,2024-03-22
7,7,0,NEW,20231041,댓글부대,2024-03-27,27108000,1.4,27108000,100,37971000,2928,2928,100,4039,10,10,2024-03-22
8,8,1,OLD,20236180,웡카,2024-01-31,25421224,1.3,13838646,119.5,33427152674,2667,1418,113.5,3476263,239,311,2024-03-22
9,9,-2,OLD,20234789,패스트 라이브즈,2024-03-06,21475034,1.1,4734656,28.3,919702212,2153,418,24.1,100364,252,370,2024-03-22
10,10,-4,OLD,20247782,랜드 오브 배드,2024-03-13,15288868,0.8,1445056,10.4,304398316,1781,42,2.4,35872,241,313,2024-03-22
1,1,0,OLD,20234675,파묘,2024-02-22,2641611585,59.3,1569539012,146.4,96257488340,265402,156513,143.7,9965292,1807,7402,2024-03-23
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,626129617,14.0,304300536,94.6,20058837065,52184,26282,101.5,1732808,827,1999,2024-03-23
3,3,0,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,488992678,11.0,289521731,145.1,1327365912,48383,29171,151.8,131136,812,2777,2024-03-23
4,4,4,OLD,20236180,웡카,2024-01-31,149062864,3.3,123641640,486.4,33576215538,15364,12697,476.1,3491627,480,741,2024-03-23
5,5,18,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,60294200,1.4,57340700,1941.4,1523090560,7131,6744,1742.6,177788,229,318,2024-03-23
6,6,0,OLD,20236732,가여운 것들,2024-03-06,61449507,1.4,27643058,81.8,1305626990,5970,2743,85,130553,262,347,2024-03-23
7,7,2,OLD,20234789,패스트 라이브즈,2024-03-06,40708695,0.9,19233661,89.6,960410907,3999,1846,85.7,104363,263,379,2024-03-23
8,8,8,OLD,20247593,용감한 돌고래 벨루와 바닷속 친구들,2024-03-13,29723700,0.7,24198600,438,129511680,3990,2990,299,17746,166,248,2024-03-23
9,9,3,OLD,20247962,나이트 스윔,2024-03-20,34338700,0.8,18950200,123.1,106321200,3210,1754,120.5,11550,195,295,2024-03-23
10,10,-5,OLD,20231459,탐정 말로,2024-03-21,24887000,0.6,810400,3.4,77941800,2877,-602,-17.3,10603,183,282,2024-03-23
1,1,0,OLD,20234675,파묘,2024-02-22,2414405556,61.3,-227206029,-8.6,98671893896,243741,-21661,-8.2,10209033,1790,7056,2024-03-24
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,525117967,13.3,-101011650,-16.1,20583955032,44354,-7830,-15,1777162,836,1927,2024-03-24
3,3,0,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,379410274,9.6,-109582404,-22.4,1706776186,37573,-10810,-22.3,168709,799,2585,2024-03-24
4,4,0,OLD,20236180,웡카,2024-01-31,146579838,3.7,-2483026,-1.7,33722795376,15090,-274,-1.8,3506717,477,718,2024-03-24
5,5,0,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,63464420,1.6,3170220,5.3,1586554980,7535,404,5.7,185323,230,317,2024-03-24
6,6,0,OLD,20236732,가여운 것들,2024-03-06,48582918,1.2,-12866589,-20.9,1354209908,4732,-1238,-20.7,135285,253,336,2024-03-24
7,7,1,OLD,20247593,용감한 돌고래 벨루와 바닷속 친구들,2024-03-13,29660200,0.8,-63500,-0.2,159171880,3974,-16,-0.4,21720,162,233,2024-03-24
8,8,-1,OLD,20234789,패스트 라이브즈,2024-03-06,31849651,0.8,-8859044,-21.8,992260558,3167,-832,-20.8,107530,251,361,2024-03-24
9,9,0,OLD,20247962,나이트 스윔,2024-03-20,27163600,0.7,-7175100,-20.9,133484800,2540,-670,-20.9,14090,189,269,2024-03-24
10,10,0,OLD,20231459,탐정 말로,2024-03-21,20468400,0.5,-4418600,-17.8,98410200,2438,-439,-15.3,13041,174,265,2024-03-24
1,1,0,OLD,20234675,파묘,2024-02-22,853039751,67.0,-1561365805,-64.7,99524933647,90174,-153567,-63,10299207,1660,6208,2024-03-25
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,157295188,12.4,-367822779,-70,20741250220,13297,-31057,-70,1790459,764,1684,2024-03-25
3,3,0,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,79117238,6.2,-300293036,-79.1,1785893424,7979,-29594,-78.8,176688,686,1859,2024-03-25
4,4,4,OLD,20234789,패스트 라이브즈,2024-03-06,22170417,1.7,-9679234,-30.4,1014430975,2073,-1094,-34.5,109603,230,323,2024-03-25
5,5,1,OLD,20236732,가여운 것들,2024-03-06,20081163,1.6,-28501755,-58.7,1374291071,2024,-2708,-57.2,137309,242,322,2024-03-25
6,6,-2,OLD,20236180,웡카,2024-01-31,15791573,1.2,-130788265,-89.2,33738586949,1662,-13428,-89,3508379,269,348,2024-03-25
7,7,4,OLD,20247782,랜드 오브 배드,2024-03-13,9657407,0.8,-11233273,-53.8,359835073,1101,-1208,-52.3,42066,218,277,2024-03-25
8,8,4,OLD,20236568,목스박,2024-03-20,7944212,0.6,-12494034,-61.1,108586637,921,-1377,-59.9,11971,116,147,2024-03-25
9,9,1,OLD,20231459,탐정 말로,2024-03-21,6940000,0.5,-13528400,-66.1,105350200,859,-1579,-64.8,13900,142,217,2024-03-25
10,10,3,OLD,20248393,이승윤 콘서트 도킹 : 리프트오프,2024-03-22,18716000,1.5,-30022000,-61.6,254205000,822,-1299,-61.2,11079,62,101,2024-03-25
1,1,0,OLD,20234675,파묘,2024-02-22,739951351,63.2,-113088400,-13.3,100264884998,79160,-11014,-12.2,10378367,1691,6152,2024-03-26
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,160796725,13.7,3501537,2.2,20902046945,13272,-25,-0.2,1803731,773,1687,2024-03-26
3,3,0,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,77487721,6.6,-1629517,-2.1,1863381145,7818,-161,-2,184506,695,1863,2024-03-26
4,4,2,OLD,20236180,웡카,2024-01-31,18867390,1.6,3075817,19.5,33757454339,2116,454,27.3,3510495,282,371,2024-03-26
5,5,0,OLD,20236732,가여운 것들,2024-03-06,20504020,1.8,422857,2.1,1394795091,2097,73,3.6,139406,245,331,2024-03-26
6,6,2,OLD,20236568,목스박,2024-03-20,12115695,1.0,4171483,52.5,120702332,1486,565,61.3,13457,115,155,2024-03-26
7,7,-3,OLD,20234789,패스트 라이브즈,2024-03-06,14231839,1.2,-7938578,-35.8,1028662814,1485,-588,-28.4,111088,224,321,2024-03-26
8,7,2,OLD,20231459,탐정 말로,2024-03-21,10237400,0.9,3297400,47.5,115587600,1485,626,72.9,15385,152,239,2024-03-26
9,9,-2,OLD,20247782,랜드 오브 배드,2024-03-13,8495184,0.7,-1162223,-12,368330257,1005,-96,-8.7,43071,228,283,2024-03-26
10,10,1,OLD,20247074,건국전쟁,2024-02-01,6924878,0.6,587440,9.3,10874040824,784,-14,-1.8,1169975,125,136,2024-03-26
1,1,0,NEW,20231041,댓글부대,2024-03-27,977691042,36.7,977691042,100,1015662042,127677,127677,100,131716,1217,4787,2024-03-27
2,2,-1,OLD,20234675,파묘,2024-02-22,742004916,27.8,2053565,0.3,101006889914,93141,13981,17.7,10471508,1203,3762,2024-03-27
3,3,0,NEW,20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,485021684,18.2,485021684,100,506237684,55662,55662,100,56910,995,3607,2024-03-27
4,4,-2,OLD,20236295,듄: 파트2,2024-02-28,137040239,5.1,-23756486,-14.8,21039087184,12734,-538,-4.1,1816465,500,766,2024-03-27
5,5,-2,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,70005009,2.6,-7482712,-9.7,1933386154,8798,980,12.5,193304,448,679,2024-03-27
6,6,0,NEW,20219375,1980,2024-03-27,52287171,2.0,52287171,100,63251171,6618,6618,100,7690,521,870,2024-03-27
7,7,0,NEW,20173226,패왕별희 디 오리지널,2017-03-30,41348868,1.6,41348868,100,1236476846,5922,5922,100,133587,103,154,2024-03-27
8,8,0,NEW,20235838,악은 존재하지 않는다,2024-03-27,31153268,1.2,31153268,100,71113268,4208,4208,100,7176,130,183,2024-03-27
9,9,-2,OLD,20234789,패스트 라이브즈,2024-03-06,12824300,0.5,-1407539,-9.9,1041487114,1721,236,15.9,112809,138,197,2024-03-27
10,10,-5,OLD,20236732,가여운 것들,2024-03-06,12816603,0.5,-7687417,-37.5,1407611694,1594,-503,-24,141000,90,106,2024-03-27
1,1,1,OLD,20234675,파묘,2024-02-22,639659373,33.6,-102345543,-13.8,101646549287,67791,-25350,-27.2,10539299,1196,3800,2024-03-28
2,2,-1,OLD,20231041,댓글부대,2024-03-27,586267505,30.8,-391423537,-40,1601929547,62825,-64852,-50.8,194541,1183,4717,2024-03-28
3,3,0,OLD,20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,292332532,15.4,-192689152,-39.7,798570216,29366,-26296,-47.2,86276,923,3271,2024-03-28
4,4,0,OLD,20236295,듄: 파트2,2024-02-28,124286690,6.5,-12753549,-9.3,21163373874,9659,-3075,-24.1,1826124,498,765,2024-03-28
